gname,iyear,country,attacktype1,weaptype1,targtype1
Tupac Amaru Revolutionary Movement (MRTA),1991,159,1,6,2
Moro National Liberation Front (MNLF),1991,160,2,5,4
Liberation Tigers of Tamil Eelam (LTTE),1991,186,2,5,4
Ejercito Revolucionaria del Pueblo (ERP) (Argentina),1991,43,3,13,15
Guatemalan National Revolutionary Unity (URNG),1991,83,2,5,4
Palestinians,1991,155,2,5,14
Palestinians,1991,110,2,5,17
Tuareg extremists,1991,123,2,5,14
Moro National Liberation Front (MNLF),1991,160,3,6,1
Moro National Liberation Front (MNLF),1991,160,2,5,14
Irish Republican Army (IRA),1991,603,1,5,3
Recontras,1991,145,2,5,22
Tuareg Guerrillas,1991,146,2,5,4
Recontras,1991,145,7,8,19
Recontras,1991,145,7,8,19
Students,1991,186,7,8,19
Basque Fatherland and Freedom (ETA),1991,185,1,5,3
Basque Fatherland and Freedom (ETA),1991,185,2,5,3
Irish Republican Army (IRA),1991,603,7,8,1
Irish Republican Army (IRA),1991,603,7,8,1
Irish Republican Army (IRA),1991,603,7,8,1
Irish Republican Army (IRA),1991,603,7,8,1
Azania People's Organization (AZAPO),1991,183,2,5,3
United Popular Action Movement,1991,43,1,8,22
Irish Republican Army (IRA),1991,603,7,8,2
Irish People's Liberation Organization (IPLO),1991,603,1,5,14
Manuel Rodriguez Patriotic Front (FPMR),1991,43,2,5,3
Shining Path (SL),1991,159,2,5,4
Animal Liberation Front (ALF),1991,217,7,8,1
Corsican National Liberation Front (FLNC),1991,69,3,6,1
Corsican National Liberation Front (FLNC),1991,69,3,6,8
Irish Republican Army (IRA),1991,603,3,6,3
Irish Republican Army (IRA),1991,603,3,6,19
Palestine Liberation Organization (PLO),1991,110,1,5,15
Shining Path (SL),1991,159,1,13,4
Shining Path (SL),1991,159,1,5,4
Right-wing extremists,1991,45,2,5,15
New People's Army (NPA),1991,160,2,5,4
New People's Army (NPA),1991,160,2,5,4
New People's Army (NPA),1991,160,2,5,4
Armenian Guerrillas,1991,12,4,5,19
Irish Republican Army (IRA),1991,603,3,8,1
Ulster Freedom Fighters (UFF),1991,96,2,8,14
Mozambique National Resistance Movement (MNR),1991,137,3,6,19
Mozambique National Resistance Movement (MNR),1991,137,2,5,14
Mozambique National Resistance Movement (MNR),1991,137,2,5,14
Recompras,1991,145,6,5,1
Recompras,1991,145,2,5,14
Irish Republican Army (IRA),1991,603,3,6,14
Irish Republican Army (IRA),1991,603,7,8,1
Irish Republican Army (IRA),1991,603,7,8,1
Irish Republican Army (IRA),1991,603,7,8,1
Irish Republican Army (IRA),1991,603,7,8,1
Irish Republican Army (IRA),1991,603,7,8,1
Ulster Freedom Fighters (UFF),1991,96,7,8,1
Palestinians,1991,155,1,5,4
Guerrillas,1991,4,3,6,14
United Popular Action Movement,1991,43,2,5,3
Front for the Restoration of Unity and Democracy,1991,56,2,5,3
Liberation Tigers of Tamil Eelam (LTTE),1991,186,2,5,4
Kurdistan Workers' Party (PKK),1991,209,6,5,3
Palestinians,1991,155,2,8,19
Neo-Nazi extremists,1991,75,1,9,2
Palestinians,1991,97,1,5,14
Guerrillas,1991,4,3,6,14
Guerrillas,1991,4,3,6,14
Guerrillas,1991,4,3,6,14
Guerrillas,1991,4,3,6,14
Simon Bolivar Guerrilla Coordinating Board (CGSB),1991,45,2,5,3
Farabundo Marti National Liberation Front (FMLN),1991,61,2,5,4
People's War Group (PWG),1991,92,9,13,3
People's War Group (PWG),1991,92,3,6,3
People's War Group (PWG),1991,92,6,5,14
Recontras,1991,145,6,5,3
Recontras,1991,145,6,5,22
20 December Movement (M-20),1991,156,3,6,7
Al-Zulfikar,1991,153,1,6,22
Shining Path (SL),1991,159,1,5,14
Shining Path (SL),1991,159,1,5,8
Tupac Amaru Revolutionary Movement (MRTA),1991,159,1,5,14
Irish Republican Army (IRA),1991,603,2,5,1
Liberation Tigers of Tamil Eelam (LTTE),1991,186,2,5,4
Liberation Tigers of Tamil Eelam (LTTE),1991,186,2,5,4
United Popular Action Movement,1991,43,3,6,2
United Popular Action Movement,1991,43,3,6,2
United Popular Action Movement,1991,43,3,6,1
United Popular Action Movement,1991,43,3,6,15
United Popular Action Movement,1991,43,3,6,15
Sikh Extremists,1991,92,3,6,14
Irish Republican Army (IRA),1991,603,1,5,1
Ulster Freedom Fighters (UFF),1991,603,1,5,14
Shining Path (SL),1991,159,2,5,2
Irish Republican Army (IRA),1991,603,2,8,19
Irish Republican Army (IRA),1991,603,7,8,19
Mujahedin-e Khalq (MEK),1991,95,1,5,7
Muslim Militants,1991,6,2,5,3
Manuel Rodriguez Patriotic Front (FPMR),1991,43,2,5,3
Tuareg extremists,1991,123,2,5,1
Tupac Amaru Revolutionary Movement (MRTA),1991,159,2,5,14
Tupac Amaru Revolutionary Movement (MRTA),1991,159,2,5,14
Tupac Amaru Revolutionary Movement (MRTA),1991,159,2,5,4
New People's Army (NPA),1991,160,2,5,4
New People's Army (NPA),1991,160,2,5,4
New People's Army (NPA),1991,160,2,5,4
Khmer Rouge,1991,36,2,5,4
Hezbollah,1991,110,2,5,4
Liberation Tigers of Tamil Eelam (LTTE),1991,186,2,5,4
Kurdistan Workers' Party (PKK),1991,209,7,8,1
Afghan Guerrillas,1991,4,3,6,14
Revolutionary Armed Forces of Colombia (FARC),1991,45,2,5,3
National Liberation Army of Colombia (ELN),1991,45,2,5,1
Islamist extremists,1991,60,2,5,3
Animal Rights extremists,1991,98,9,13,8
Tuareg Guerrillas,1991,146,2,5,14
Kurdistan Workers' Party (PKK),1991,209,2,5,4
Muslim Militants,1991,6,3,6,3
Basque Fatherland and Freedom (ETA),1991,185,3,6,1
Afghan Guerrillas,1991,4,3,6,14
Muslim Militants,1991,6,2,5,3
Muslim Militants,1991,6,2,5,3
Sikh Extremists,1991,92,2,5,19
African National Congress (South Africa),1991,183,2,9,2
National Liberation Army of Colombia (ELN),1991,45,6,5,2
Irish Republican Army (IRA),1991,603,3,6,19
Irish Republican Army (IRA),1991,603,3,6,14
Shia Muslim extremists,1991,153,3,6,15
Afghan Guerrillas,1991,4,3,6,14
Kurdish Separatists,1991,21,9,13,1
Kurdish Separatists,1991,142,9,13,7
Irish Republican Army (IRA),1991,603,2,5,4
Nandi Tribe,1991,104,7,8,14
Nandi Tribe,1991,104,7,8,14
Nandi Tribe,1991,104,7,8,14
Basque Fatherland and Freedom (ETA),1991,185,3,6,1
Muslim Militants,1991,6,1,9,3
Afghan Guerrillas,1991,4,3,6,14
Afghan Guerrillas,1991,4,3,6,14
Shanti Bahini - Peace Force,1991,19,2,5,14
National Liberation Army of Colombia (ELN),1991,45,2,5,4
New People's Army (NPA),1991,160,2,5,4
Liberation Tigers of Tamil Eelam (LTTE),1991,186,2,5,4
Kurdistan Workers' Party (PKK),1991,209,2,5,14
Anti-Abortion extremists,1991,217,2,5,5
National Liberation Army of Colombia (ELN),1991,45,3,6,4
Hezbollah,1991,110,3,6,17
Shanti Bahini - Peace Force,1991,19,1,5,11
Corsican National Liberation Front (FLNC),1991,69,3,6,1
Muslim Militants,1991,60,3,6,1
Sikh Extremists,1991,92,3,6,14
Hezbollah,1991,110,3,6,17
Revolutionary Armed Forces of Colombia (FARC),1991,45,2,6,14
Tuareg Guerrillas,1991,146,6,5,14
Kurdistan Workers' Party (PKK),1991,209,2,5,4
Farabundo Marti National Liberation Front (FMLN),1991,61,3,6,10
Black Panther Group (Palestinian),1991,155,1,9,22
Irish Republican Army (IRA),1991,603,3,6,3
Palestinians,1992,97,1,5,14
Farabundo Marti National Liberation Front (FMLN),1992,61,3,6,10
Irish Republican Army (IRA),1992,603,7,8,1
Irish Republican Army (IRA),1992,603,7,8,1
Irish Republican Army (IRA),1992,603,7,8,1
Irish Republican Army (IRA),1992,603,7,8,1
Shining Path (SL),1992,159,3,6,2
Right-wing extremists,1992,183,3,6,8
National Liberation Army of Colombia (ELN),1992,45,2,5,3
Pan Africanist Congress (PAC),1992,183,1,5,3
National Liberation Army of Colombia (ELN),1992,45,3,6,19
National Liberation Army of Colombia (ELN),1992,45,3,6,19
National Liberation Army of Colombia (ELN),1992,45,3,6,19
National Liberation Army of Colombia (ELN),1992,45,3,6,19
Basque Fatherland and Freedom (ETA),1992,75,3,6,7
Right-wing extremists,1992,183,3,6,2
Right-wing extremists,1992,183,3,6,2
Shining Path (SL),1992,159,2,5,14
Protestant extremists,1992,603,1,5,14
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,3,6,19
Irish Republican Army (IRA),1992,603,3,6,4
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,2,5,4
Irish Republican Army (IRA),1992,603,3,6,1
Irish Republican Army (IRA),1992,603,3,6,4
Shining Path (SL),1992,159,1,6,14
Palestinians,1992,97,3,6,1
Armed Falange,1992,98,3,6,19
Irish Republican Army (IRA),1992,603,3,6,1
Shia Muslim extremists,1992,147,8,9,3
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,3,6,4
Sikh Extremists,1992,92,3,6,19
Sikh Extremists,1992,92,3,6,19
Sikh Extremists,1992,92,3,6,1
Shining Path (SL),1992,159,3,6,2
Khmer Rouge,1992,36,3,6,14
Revolutionary Armed Forces of Colombia (FARC),1992,45,2,5,3
Tupac Katari Guerrilla Army (EGTK),1992,26,3,6,21
Tupac Katari Guerrilla Army (EGTK),1992,26,3,6,19
Tupac Katari Guerrilla Army (EGTK),1992,26,3,6,21
Tupac Katari Guerrilla Army (EGTK),1992,26,3,6,21
Azania People's Organization (AZAPO),1992,183,3,6,1
Basque Fatherland and Freedom (ETA),1992,185,1,13,4
National Liberation Army of Colombia (ELN),1992,45,3,6,21
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,3,6,4
Irish Republican Army (IRA),1992,603,3,6,14
Tupac Amaru Revolutionary Movement (MRTA),1992,159,3,6,1
National Liberation Army of Colombia (ELN),1992,45,2,5,3
National Liberation Army of Colombia (ELN),1992,45,2,5,4
Sikh Extremists,1992,92,2,5,1
Sikh Extremists,1992,92,2,5,1
Recompras,1992,145,2,5,17
Shining Path (SL),1992,159,2,5,3
Shining Path (SL),1992,159,2,5,4
Shining Path (SL),1992,159,2,5,3
Shining Path (SL),1992,159,2,5,4
Revolutionary Armed Forces of Colombia (FARC),1992,45,6,13,14
Ulster Freedom Fighters (UFF),1992,603,1,5,15
United Popular Action Movement,1992,43,3,6,14
United Popular Action Movement,1992,43,3,6,2
Guatemalan National Revolutionary Unity (URNG),1992,83,2,8,1
Irish Republican Army (IRA),1992,603,3,6,3
Shining Path (SL),1992,159,3,6,4
Counter-revolutionaries,1992,51,2,5,3
20 December Movement (M-20),1992,156,3,6,2
National Liberation Army of Colombia (ELN),1992,45,6,5,4
National Liberation Army of Colombia (ELN),1992,45,5,5,14
Narco-Terrorists,1992,45,1,5,4
National Liberation Army of Colombia (ELN),1992,45,3,6,21
Irish Republican Army (IRA),1992,603,7,8,1
Irish Republican Army (IRA),1992,603,7,8,1
Irish Republican Army (IRA),1992,603,7,8,1
Irish Republican Army (IRA),1992,603,7,8,1
Irish Republican Army (IRA),1992,603,7,8,1
Tupac Amaru Revolutionary Movement (MRTA),1992,159,3,6,7
Irish Republican Army (IRA),1992,603,3,6,2
Bougainville Revolutionary Army (BRA),1992,157,4,13,1
Shanti Bahini - Peace Force,1992,19,2,5,14
Shining Path (SL),1992,159,1,5,2
Shining Path (SL),1992,159,1,5,3
Mozambique National Resistance Movement (MNR),1992,137,2,5,1
November 17 Revolutionary Organization (N17RO),1992,78,3,6,1
November 17 Revolutionary Organization (N17RO),1992,78,3,6,1
Irish Republican Army (IRA),1992,603,4,9,14
Narco-Terrorists,1992,159,3,6,1
Shining Path (SL),1992,159,2,5,3
Manuel Rodriguez Patriotic Front (FPMR),1992,43,1,5,3
Manuel Rodriguez Patriotic Front (FPMR),1992,43,1,5,1
Irish Republican Army (IRA),1992,603,1,6,14
Shining Path (SL),1992,159,1,5,3
National Liberation Army of Colombia (ELN),1992,45,3,6,3
Revolutionary Armed Forces of Colombia (FARC),1992,45,2,5,3
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,2,5,14
National Liberation Army of Colombia (ELN),1992,45,2,5,4
Ulster Freedom Fighters (UFF),1992,603,1,5,1
Shining Path (SL),1992,159,1,5,2
Basque Fatherland and Freedom (ETA),1992,185,1,5,3
National Liberation Army of Colombia (ELN),1992,45,3,6,21
National Liberation Army of Colombia (ELN),1992,45,3,6,21
Irish Republican Army (IRA),1992,603,3,13,1
National Liberation Army of Colombia (ELN),1992,45,2,5,3
National Liberation Army of Colombia (ELN),1992,45,2,5,4
Shining Path (SL),1992,159,2,5,3
Shining Path (SL),1992,159,2,5,14
Anti-Abortion extremists,1992,217,1,5,5
Death Squad,1992,61,1,5,14
Palestinians,1992,155,1,5,14
Shining Path (SL),1992,159,1,5,3
Basque Fatherland and Freedom (ETA),1992,185,1,5,8
National Liberation Army of Colombia (ELN),1992,45,2,5,4
Workers/Employees,1992,59,7,8,14
Mozambique National Resistance Movement (MNR),1992,137,2,5,2
Kurdistan Workers' Party (PKK),1992,209,2,5,3
Basque Fatherland and Freedom (ETA),1992,185,1,6,3
Basque Fatherland and Freedom (ETA),1992,185,1,5,4
Neo-Nazi extremists,1992,15,2,8,2
Irish Republican Army (IRA),1992,603,3,6,2
Irish Republican Army (IRA),1992,603,3,6,1
First of October Antifascist Resistance Group (GRAPO),1992,185,3,6,19
Shining Path (SL),1992,30,2,5,4
Farabundo Marti National Liberation Front (FMLN),1992,61,2,5,2
Revolutionary Cells,1992,75,3,6,14
Farabundo Marti National Liberation Front (FMLN),1992,61,1,5,4
Sikh Extremists,1992,92,3,6,14
Hezbollah,1992,110,3,6,17
Irish Republican Army (IRA),1992,603,3,6,1
Moro National Liberation Front (MNLF),1992,160,3,6,21
Revolutionary Armed Forces of Colombia (FARC),1992,45,2,5,14
Revolutionary Armed Forces of Colombia (FARC),1992,45,2,5,14
Front for the Restoration of Unity and Democracy,1992,56,2,5,4
Farabundo Marti National Liberation Front (FMLN),1992,61,2,5,3
Palestinians,1992,97,1,9,3
Corsican National Liberation Front (FLNC),1992,69,3,6,2
Corsican National Liberation Front (FLNC),1992,69,3,6,2
Front for the Restoration of Unity and Democracy,1992,56,2,5,4
Sikh Extremists,1992,92,3,6,19
Anti-Abortion extremists,1992,217,7,8,5
Hezbollah,1992,110,3,6,8
Hezbollah,1992,110,3,6,2
Irish Republican Army (IRA),1992,603,3,6,4
Muslim Militants,1992,92,3,6,3
Muslim Militants,1992,92,3,6,2
Hezbollah,1992,110,3,6,4
Liberation Tigers of Tamil Eelam (LTTE),1992,186,3,6,2
Irish Republican Army (IRA),1992,603,3,6,14
Hezbollah,1992,110,2,5,17
Shining Path (SL),1992,159,2,5,3
Liberation Tigers of Tamil Eelam (LTTE),1992,186,2,5,4
Muslim Militants,1992,209,9,13,10
Jammu and Kashmir Liberation Front,1992,92,6,5,3
Neo-Nazi extremists,1992,98,1,9,14
Irish Republican Army (IRA),1992,603,1,5,4
National Liberation Army of Colombia (ELN),1992,45,3,6,21
Irish Republican Army (IRA),1992,603,3,6,4
Irish Republican Army (IRA),1992,603,3,6,1
Irish Republican Army (IRA),1992,603,3,6,1
Irish Republican Army (IRA),1992,603,3,6,1
Tuareg Guerrillas,1992,146,2,5,18
Shining Path (SL),1992,159,2,5,3
Liberation Tigers of Tamil Eelam (LTTE),1992,186,2,5,4
National Liberation Army of Colombia (ELN),1992,45,6,5,1
Hezbollah,1992,110,3,6,17
Irish Republican Army (IRA),1992,603,3,6,19
Irish Republican Army (IRA),1992,603,3,6,19
Basque Fatherland and Freedom (ETA),1992,185,3,6,19
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,2,6,14
Sikh Extremists,1992,92,2,5,22
Tupac Amaru Revolutionary Movement (MRTA),1992,159,2,5,4
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,6,5,1
Guatemalan National Revolutionary Unity (URNG),1992,83,3,6,14
Kashmiri extremists,1992,92,3,6,3
Hezbollah,1992,110,3,6,17
Neo-Nazi extremists,1992,142,7,8,15
Farabundo Marti National Liberation Front (FMLN),1992,61,2,5,4
Free Aceh Movement (GAM),1992,93,2,5,3
United Popular Action Movement,1992,43,3,6,15
United Popular Action Movement,1992,43,3,6,15
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,3,6,21
Kurdistan Workers' Party (PKK),1992,209,3,6,14
Kurdistan Workers' Party (PKK),1992,209,3,6,14
Farabundo Marti National Liberation Front (FMLN),1992,61,2,5,4
Guatemalan National Revolutionary Unity (URNG),1992,83,2,5,14
Israeli settlers,1992,155,2,5,17
Recontras,1992,145,2,5,1
Tupac Amaru Revolutionary Movement (MRTA),1992,159,2,5,4
Revolutionary Armed Forces of Colombia (FARC),1992,45,6,5,4
Irish Republican Army (IRA),1992,603,1,6,3
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,2,5,4
Recompras,1992,145,2,5,3
Irish Republican Army (IRA),1992,603,2,5,3
Irish Republican Army (IRA),1992,603,2,5,3
Shining Path (SL),1992,159,2,5,4
Liberation Tigers of Tamil Eelam (LTTE),1992,186,3,6,19
Protestant extremists,1992,603,1,9,14
Palestinians,1992,155,3,6,15
Palestinians,1992,155,3,6,14
Irish Republican Army (IRA),1992,603,3,6,1
Neo-Nazi extremists,1992,98,2,9,1
Kurdistan Workers' Party (PKK),1992,209,2,5,4
Armenian Guerrillas,1992,16,3,6,14
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,2,5,14
Simon Bolivar Guerrilla Coordinating Board (CGSB),1992,45,2,5,4
National Patriotic Front of Liberia (NPFL),1992,112,2,5,4
Recompras,1992,145,2,5,17
Recontras,1992,145,2,5,4
Sikh Extremists,1992,92,3,6,19
Irish Republican Army (IRA),1992,603,3,6,19
Mozambique National Resistance Movement (MNR),1992,137,2,5,14
Moro National Liberation Front (MNLF),1992,160,3,6,3
New People's Army (NPA),1992,160,2,5,4
Moro National Liberation Front (MNLF),1992,160,2,5,1
Liberation Tigers of Tamil Eelam (LTTE),1992,186,2,5,4
Liberation Tigers of Tamil Eelam (LTTE),1992,186,2,5,4
Protestant extremists,1992,603,1,5,14
Liberation Tigers of Tamil Eelam (LTTE),1992,186,3,6,14
Islamic Salvation Front (FIS),1992,6,3,6,7
Liberation Tigers of Tamil Eelam (LTTE),1992,186,3,6,3
Irish Republican Army (IRA),1992,603,2,8,19
National Liberation Army of Colombia (ELN),1992,45,7,5,21
Anti-Abortion extremists,1992,217,7,8,5
Islamic Salvation Front (FIS),1992,6,3,6,2
Neo-Nazi extremists,1992,75,2,8,1
Irish Republican Army (IRA),1992,603,3,6,14
Irish Republican Army (IRA),1992,603,7,8,1
Irish Republican Army (IRA),1992,603,7,8,1
New People's Army (NPA),1992,160,2,5,1
Islamic Salvation Front (FIS),1992,6,9,13,3
Palestinians,1992,155,2,5,14
Irish Republican Army (IRA),1992,603,2,5,3
Khmer Rouge,1992,36,2,5,7
Sikh Extremists,1992,92,1,5,2
Shining Path (SL),1992,159,1,5,2
Irish Republican Army (IRA),1992,603,3,6,1
Irish Republican Army (IRA),1992,603,3,6,1
Irish Republican Army (IRA),1992,603,3,6,1
Irish Republican Army (IRA),1992,603,7,8,1
Liberation Tigers of Tamil Eelam (LTTE),1992,186,2,5,4
Palestinians,1992,155,1,5,14
Ulster Freedom Fighters (UFF),1992,603,1,5,14
Shanti Bahini - Peace Force,1992,19,3,6,11
Irish Republican Army (IRA),1992,603,3,6,1
Shining Path (SL),1992,159,2,5,3
Irish Republican Army (IRA),1992,603,1,5,14
Sikh Extremists,1992,92,3,6,19
Liberation Tigers of Tamil Eelam (LTTE),1992,186,3,6,4
Palestinians,1992,155,2,8,4
Islamic Salvation Front (FIS),1992,6,2,5,4
Shining Path (SL),1992,159,2,5,3
Palestinians,1992,155,1,9,14
Palestinians,1992,155,1,5,14
Ulster Freedom Fighters (UFF),1992,603,1,5,1
Irish Republican Army (IRA),1992,603,1,5,4
Muslim Separatists,1992,44,3,6,19
Palestinians,1992,155,7,5,2
Shining Path (SL),1992,159,2,5,4
Liberation Tigers of Tamil Eelam (LTTE),1992,186,2,5,3
Liberation Tigers of Tamil Eelam (LTTE),1992,186,2,5,4
Dev Sol,1992,209,1,5,2
Palestinians,1992,155,7,8,4
Hezbollah,1992,110,3,6,17
Basque Fatherland and Freedom (ETA),1992,185,3,6,4
Shining Path (SL),1992,159,2,5,14
Shining Path (SL),1992,159,3,6,2
Shining Path (SL),1992,159,3,6,2
Shining Path (SL),1992,159,3,6,3
Shining Path (SL),1992,159,3,6,21
Shining Path (SL),1992,159,3,6,21
Shining Path (SL),1992,159,3,6,21
Shining Path (SL),1992,159,3,6,1
Shining Path (SL),1992,159,3,6,1
Shining Path (SL),1992,159,3,6,1
Shining Path (SL),1992,159,3,6,1
Shining Path (SL),1992,159,3,6,1
Shining Path (SL),1992,159,3,6,2
Basque Fatherland and Freedom (ETA),1992,185,3,6,1
Irish Republican Army (IRA),1992,603,7,8,19
First of October Antifascist Resistance Group (GRAPO),1992,185,2,5,1
Hamas (Islamic Resistance Movement),1992,155,3,6,1
Palestinians,1992,155,3,6,4
Hezbollah,1992,110,3,6,17
Islamic Salvation Front (FIS),1992,6,2,5,3
Abu Nidal Organization (ANO),1992,110,2,5,4
National Liberation Army of Colombia (ELN),1992,45,3,6,21
Kurdistan Workers' Party (PKK),1992,209,3,6,4
Tuareg Guerrillas,1992,146,2,5,4
Islamic Salvation Front (FIS),1992,6,1,9,3
Sikh Extremists,1992,92,1,13,8
Sikh Extremists,1992,92,1,13,8
Sikh Extremists,1992,92,1,13,8
Sikh Extremists,1992,92,1,13,8
Sikh Extremists,1992,92,1,13,8
Sikh Extremists,1992,92,1,13,8
Palestinians,1992,155,2,8,14
Palestinians,1992,97,2,8,19
Palestinians,1992,97,2,8,14
Irish Republican Army (IRA),1992,603,3,6,19
Basque Fatherland and Freedom (ETA),1992,185,3,6,14
Islamic Salvation Front (FIS),1992,6,2,5,3
Front for the Restoration of Unity and Democracy,1992,56,2,5,14
Liberation Tigers of Tamil Eelam (LTTE),1992,186,2,5,4
Liberation Tigers of Tamil Eelam (LTTE),1992,186,2,6,4
Kurdistan Workers' Party (PKK),1992,209,3,6,3
Sikh Extremists,1992,92,1,5,22
Shining Path (SL),1992,159,3,6,3
Shining Path (SL),1992,159,3,6,1
Shining Path (SL),1992,159,1,6,7
Shining Path (SL),1992,159,3,6,4
Irish Republican Army (IRA),1992,603,3,6,2
Kurdistan Workers' Party (PKK),1992,209,2,5,3
Liberation Tigers of Tamil Eelam (LTTE),1992,186,3,6,1
Sikh Extremists,1992,92,2,5,19
Hindu extremists,1992,92,9,13,14
Palestinians,1992,155,2,5,4
Sudan People's Liberation Army (SPLA),1992,195,3,6,14
Colombian Guerrillas,1992,222,2,5,4
Irish Republican Army (IRA),1992,603,3,6,14
Irish Republican Army (IRA),1992,603,3,6,14
Shining Path (SL),1992,159,3,6,6
Shining Path (SL),1992,159,3,6,4
Shining Path (SL),1992,159,3,6,6
Maoist Communist Center (MCC),1992,92,2,5,14
Kurdistan Workers' Party (PKK),1992,209,2,5,4
Shining Path (SL),1992,159,3,6,3
